business_name,category,website,google_rating,review_count,phone,address
Nandilath G-Mart,Appliance store,/url?q=http://www.nandilathgmart.com/&opi=79508299&sa=U&ved=0ahUKEwiK9uzvh72UAxXPr1YBHb1-FSYQ61gI-wEoEQ&usg=AOvVaw12nPsrZg12TxGeF090x6X1,3.9,,085920 80806,"Sree Dhanya Boulevard, Salem - Kochi Highway, Kailash Nagar, Vivekananda Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Salim Store,General store,,3.8,,0471 653 2499,"FWVH+XH9, Pettah, Thiruvananthapuram, Kerala 695024"
Vibe Company,Clothing store,,3.7,,,"2nd Floor Kedaram Complex Shop No 39, Kesavadasapuram Rd, Thiruvananthapuram, Kerala 695004"
August,Stationery store,/url?q=https://helloaugust.in/&opi=79508299&sa=U&ved=0ahUKEwigyurOh72UAxVMV3ADHe6ONUQQ61gIFygS&usg=AOvVaw3MPI0zObbwXIfOhJ7RAFXj,4.9,,088488 00208,"Stationery Shop, PMRA-C3, Pattom Pottakuzhy Rd, opposite to Smile Design Dental Clinic, Pottakkuzhi, Thiruvananthapuram, Kerala 695004"
Supreme Gourmet,Grocery store,/url?q=http://supremefoodco.com/&opi=79508299&sa=U&ved=0ahUKEwj3mJPJir2UAxVZRWcHHWWVNuwQ61gIESgM&usg=AOvVaw3jjT-7xSYR1KzVUqxM_kWP,4.4,,,"Heera Grace, Kowdiar, Thiruvananthapuram, Kerala 695003"
Asha Store,General store,,4.5,,094463 22708,"Opposite, General Hospital Rd, P.O, Rishimangalam, Vanchiyoor, Thiruvananthapuram, Kerala 695035"
TVMKart.com | Online Stationery Store in Trivandrum,Stationery store,/url?q=http://www.tvmkart.com/&opi=79508299&sa=U&ved=0ahUKEwj5leT1ir2UAxXoUWwGHRC7ATMQ61gIEygO&usg=AOvVaw1-7vJtTzqORnx6wD4qrt_I,4.9,,081291 33020,"Kochulloor, Ulloor, Thiruvananthapuram, Kerala 695011"
All The Plus Size Store,Clothing store,,,,,"FWPX+W49, Overbridge, Pavithra Nagar, Santhi Nagar, Thampanoor, Thiruvananthapuram, Kerala 695036"
Bata Shoe Store,Clothing store,/url?q=https://stores.bata.com/bata-shoes-sandals-store-in-keshavadasapuram-thiruvananthapuram&opi=79508299&sa=U&ved=0ahUKEwiK9uzvh72UAxXPr1YBHb1-FSYQ61gIwgQoEQ&usg=AOvVaw3VlddAwgqHUFZEg2q2v22e,4.0,,089213 11811,"SM Towers, Kesavadasapuram Rd, near St Mary's School, Kailash Nagar, Vivekananda Nagar, Kesavadasapuram, Thiruvananthapuram, Kerala 695004"
Utsa by Westside - Kuravankonam Thiruvananthapuram,Women's clothing store,,4.1,,086556 83667,"Junction, Kuravankonam, Thiruvananthapuram, Kerala 695003"
Pattoor Stores,General store,,5.0,,094958 57559,"Pattoor - Vanchiyoor Rd, near Carnival Mall, Pattoor Junction, Rishimangalam, Vanchiyoor, Thiruvananthapuram, Kerala 695035"
Malankara Avenue,Shopping mall,,3.9,,,"GWFQ+WWF, LIC, Lekshmi Nagar, Pattom, Thiruvananthapuram, Kerala 695004"
Aasco Grand mart discount bazar,Supermarket,,4.0,,085905 01566,"Kizhakkemukkola, Thiruvananthapuram, Kerala 695043"
LOYALCITY Supermarket,Grocery store,/url?q=http://loyalcitytvm.com/index.html&opi=79508299&sa=U&ved=0ahUKEwi2gKOBib2UAxW3SGcHHUQmAyMQ61gIFygS&usg=AOvVaw20DaOkBnV8_SeaIyqASV3U,4.2,,073065 06916,"Thundathil, Kariyavattom - Chenkottukonam Rd, Karyavattom, Thiruvananthapuram, Kerala 695581"
"Prestige Xclusive - Pattom, Thiruvananthapuram",Kitchen supply store,/url?q=https://shop.ttkprestige.com/&opi=79508299&sa=U&ved=0ahUKEwi63InEjr2UAxVaXGwGHeuGPXsQ61gIFygS&usg=AOvVaw3_GpxmOAvUOJzP_pQSLW1Y,4.5,,080780 90190,"Ground Floor, Kesavadasapuram Rd, opp. Indus Motors, Lekshmi Nagar, Pattom, Thiruvananthapuram, Kerala 695004"
KUNNIL SUPERMARKET THIRUMALA,Supermarket,,4.0,,094461 82890,"TC8-1441-20, Thirumala, Thiruvananthapuram, Kerala 695006"
